"当地时间 北京";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.05.2017 11:00";"23.8";"751.1";"757.0";"-3.2";"42";"从西南偏西方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"";"";"";"11.0";"10.1";"";"";"";"";"";"";
"09.05.2017 08:00";"18.7";"754.3";"757.2";"5.4";"60";"从西南偏南方向吹来的风";"3";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"9.0";"10.8";"";"";"";"";"";"";
"09.05.2017 05:00";"16.8";"748.9";"754.9";"-2.7";"63";"从南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"14.0";"9.7";"";"";"";"";"";"";
"09.05.2017 02:00";"19.5";"751.6";"754.4";"2.9";"49";"从西南方吹来的风";"4";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"30.8";"";"";"2500或更高，或无云。";"";"";"18.0";"8.5";"";"";"";"";"";"";
"08.05.2017 23:00";"22.6";"748.7";"754.6";"-2.4";"43";"从西南方吹来的风";"4";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"";"9.4";"";"";"";"";"";"";
"08.05.2017 20:00";"25.5";"751.1";"753.9";"3.3";"34";"从西南方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"7.0";"8.5";"";"";"";"";"";"";
"08.05.2017 17:00";"29.7";"747.8";"753.6";"-4.1";"20";"从西南方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"13.0";"4.4";"";"";"";"";"";"";
"08.05.2017 14:00";"29.3";"751.9";"754.7";"1.4";"20";"从西南偏南方向吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"14.7";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"9.0";"4.0";"";"";"";"";"";"";
"08.05.2017 11:00";"24.7";"750.5";"756.4";"-3.1";"34";"从东方吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"7.0";"7.8";"";"";"";"";"";"";
"08.05.2017 08:00";"21.3";"753.6";"756.4";"3.7";"37";"从东北方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"10.0";"6.0";"";"";"";"";"";"";
"08.05.2017 05:00";"15.1";"749.9";"756.0";"-3.7";"65";"从东北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"7.0";"8.6";"";"";"";"";"";"";
"08.05.2017 02:00";"18.6";"753.6";"756.4";"2.5";"49";"从西南方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"30.9";"";"";"2500或更高，或无云。";"";"";"7.0";"7.7";"";"";"";"";"";"";
"07.05.2017 23:00";"23.2";"751.1";"757.0";"-3.0";"34";"从西南方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"11.0";"6.5";"";"";"";"";"";"";
"07.05.2017 20:00";"25.8";"754.1";"756.9";"3.2";"23";"从西南方吹来的风";"4";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"17.0";"3.1";"";"";"";"";"";"";
"07.05.2017 17:00";"30.0";"750.9";"756.7";"-4.8";"14";"从西南方吹来的风";"5";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"27.0";"-0.4";"";"";"";"";"";"";
"07.05.2017 14:00";"30.2";"755.7";"758.5";"0.4";"14";"从西南偏南方向吹来的风";"3";"";"";"70 – 80%.";" ";"";"";"13.0";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"30.0";"-0.2";"";"";"";"";"";"";
"07.05.2017 11:00";"27.0";"755.3";"761.2";"-3.9";"15";"从西北方吹来的风";"1";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"30.0";"-1.8";"";"";"";"";"";"";
"07.05.2017 08:00";"21.9";"759.2";"762.1";"3.8";"24";"从东北偏东方向吹来的风";"1";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"16.0";"0.4";"";"";"";"";"";"";
"07.05.2017 05:00";"14.6";"755.4";"761.5";"-2.6";"37";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"13.0";"0.1";"";"";"";"";"";"";
"07.05.2017 02:00";"14.2";"758.0";"760.9";"4.2";"49";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"28.9";"";"";"2500或更高，或无云。";"";"";"7.0";"3.6";"";"";"";"";"";"";
"06.05.2017 23:00";"18.2";"753.8";"759.8";"-1.9";"40";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"";"";"";"7.0";"4.4";"";"";"";"";"";"";
"06.05.2017 20:00";"24.0";"755.7";"758.5";"3.9";"23";"从西南偏西方向吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"15.0";"1.6";"";"";"";"";"";"";
"06.05.2017 17:00";"28.0";"751.8";"757.6";"-4.4";"15";"从西南方吹来的风";"4";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"";"";"";"18.0";"-1.0";"";"";"";"";"";"";
"06.05.2017 14:00";"27.9";"756.2";"759.1";"0.9";"13";"从西北偏北方向吹来的风";"5";"";"";"无云";" ";"";"";"11.5";"";"";"";"";"";"";"30.0";"-3.0";"";"";"";"";"";"";
"06.05.2017 11:00";"24.9";"755.3";"761.2";"-3.2";"14";"从北方吹来的风";"7";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"24.0";"-4.4";"";"";"";"";"";"";
"06.05.2017 08:00";"19.8";"758.5";"761.3";"4.7";"21";"从东北偏北方向吹来的风";"1";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"";"";"";"14.0";"-3.1";"";"";"";"";"";"";
"06.05.2017 05:00";"12.5";"753.8";"760.0";"-2.9";"37";"从西南方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"14.0";"-1.8";"";"";"";"";"";"";
"06.05.2017 02:00";"14.3";"756.7";"759.7";"1.3";"28";"从西南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"20.0";"";"";"";"";"";"18.0";"-4.0";"";"";"";"";"";"";
"05.05.2017 23:00";"14.4";"755.4";"761.5";"-3.5";"21";"从西南方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"18.0";"-7.6";"";"";"";"";"";"";
"05.05.2017 20:00";"17.2";"758.9";"761.8";"3.1";"14";"从西南偏南方向吹来的风";"2";"";"";"50%.";" ";"";"";"";"";"";"50%.";"2500或更高，或无云。";"";"";"30.0";"-10.5";"";"";"";"";"";"";
"05.05.2017 17:00";"19.8";"755.8";"761.8";"-4.5";"10";"从西北偏北方向吹来的风";"2";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"30.0";"-12.7";"";"";"";"";"";"";
"05.05.2017 14:00";"18.8";"760.3";"763.2";"3.2";"11";"从西北偏北方向吹来的风";"6";"";"20";"无云";" ";"";"";"15.4";"";"";"";"";"";"";"30.0";"-12.3";"";"";"";"";"";"";
"05.05.2017 11:00";"16.6";"757.1";"763.2";"0.3";"20";"从西北偏北方向吹来的风";"5";"";"20";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"1000-1500";"";"";"14.0";"-6.4";"";"";"";"";"";"";
"05.05.2017 08:00";"17.5";"756.8";"759.7";"5.9";"19";"从西北方吹来的风";"6";"";"";"90  或者更多，但不为100%";"观测时由测站或测站附近的风吹起的尘或沙，但没有发展完好的尘卷或沙卷，也看不见尘暴或沙暴；或者，在有观测船或岸上测站通知的情况下，飞沫被风吹到测站 ";"";"";"";"";"";"90  或者更多，但不为100%";"1500-2000";"";"";"1.6";"-6.4";"";"";"";"";"";"";
"05.05.2017 05:00";"17.9";"750.9";"756.9";"-4.5";"54";"从西南方吹来的风";"4";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"";"";"";"2.3";"8.5";"";"";"";"";"";"";
"05.05.2017 02:00";"18.5";"755.4";"758.2";"1.0";"46";"从西南偏南方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"24.8";"";"";"2500或更高，或无云。";"";"";"1.7";"6.7";"";"";"";"";"";"";
"04.05.2017 23:00";"19.9";"754.4";"760.4";"-2.9";"32";"从西南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"";"";"";"1.4";"2.7";"";"";"";"";"";"";
"04.05.2017 20:00";"21.3";"757.3";"760.1";"3.7";"22";"从西南方吹来的风";"2";"";"";"70 – 80%.";"观测时由测站或测站附近的风吹起的尘或沙，但没有发展完好的尘卷或沙卷，也看不见尘暴或沙暴；或者，在有观测船或岸上测站通知的情况下，飞沫被风吹到测站 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"2.1";"-1.3";"";"";"";"";"";"";
"04.05.2017 17:00";"24.2";"753.6";"759.5";"-4.1";"11";"从东南偏南方向吹来的风";"2";"";"";"90  或者更多，但不为100%";"观测时由测站或测站附近的风吹起的尘或沙，但没有发展完好的尘卷或沙卷，也看不见尘暴或沙暴；或者，在有观测船或岸上测站通知的情况下，飞沫被风吹到测站 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"1500-2000";"";"";"2.9";"-8.1";"";"";"";"";"";"";
"04.05.2017 14:00";"23.7";"757.7";"760.6";"1.3";"9";"从西北偏北方向吹来的风";"3";"";"";"90  或者更多，但不为100%";"观测时由测站或测站附近的风吹起的尘或沙，但没有发展完好的尘卷或沙卷，也看不见尘暴或沙暴；或者，在有观测船或岸上测站通知的情况下，飞沫被风吹到测站 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.9";"";"";"90  或者更多，但不为100%";"2000-2500";"";"";"2.6";"-11.0";"";"";"";"";"";"";
"04.05.2017 11:00";"21.8";"756.4";"762.4";"-3.6";"11";"从北方吹来的风";"4";"";"";"90  或者更多，但不为100%";"观测时由测站或测站附近的风吹起的尘或沙，但没有发展完好的尘卷或沙卷，也看不见尘暴或沙暴；或者，在有观测船或岸上测站通知的情况下，飞沫被风吹到测站 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"1.4";"-10.0";"";"";"";"";"";"";
"04.05.2017 08:00";"18.1";"760.0";"762.8";"4.5";"13";"从西北偏北方向吹来的风";"3";"";"";"90  或者更多，但不为100%";"观测时由测站或测站附近的风吹起的尘或沙，但没有发展完好的尘卷或沙卷，也看不见尘暴或沙暴；或者，在有观测船或岸上测站通知的情况下，飞沫被风吹到测站 ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"1.1";"-10.7";"0.2";"12";"";"";"";"";
"04.05.2017 05:00";"16.9";"755.5";"761.6";"-2.4";"50";"从北方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"";"";"";"2.0";"6.4";"";"";"";"";"";"";
"04.05.2017 02:00";"16.3";"757.9";"760.7";"2.3";"74";"从西南方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"云量发展情况没有进行观测或无法观测。 ";"雨";"小雨";"";"26.3";"";"";"2500或更高，或无云。";"";"";"12.0";"11.7";"0.2";"6";"";"";"";"";
"03.05.2017 23:00";"17.5";"755.6";"761.7";"-3.9";"68";"从东南偏南方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"小雨（不冻） ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"17.0";"11.5";"";"";"";"";"";"";
"03.05.2017 20:00";"17.7";"759.5";"762.4";"5.3";"69";"从西南偏南方向吹来的风";"2";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2000-2500";"";"";"14.0";"11.9";"降水迹象";"6";"";"";"";"";
"03.05.2017 17:00";"24.8";"754.2";"760.1";"-3.3";"29";"从西南偏南方向吹来的风";"5";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"27.0";"5.6";"";"";"";"";"";"";
"03.05.2017 14:00";"25.8";"757.5";"760.3";"1.7";"35";"从西南偏西方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"17.8";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"24.0";"9.2";"";"";"";"";"";"";
"03.05.2017 11:00";"23.8";"755.8";"761.7";"-3.1";"45";"从西南方吹来的风";"5";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"10.0";"11.2";"";"";"";"";"";"";
"03.05.2017 08:00";"20.1";"758.9";"761.8";"4.1";"59";"从南方吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"5.0";"11.8";"";"";"";"";"";"";
"03.05.2017 05:00";"18.2";"754.8";"760.8";"-3.3";"67";"从东南偏南方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"";"12.0";"";"";"";"";"";"";
"03.05.2017 02:00";"18.7";"758.1";"760.9";"2.8";"57";"从东方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"29.3";"";"";"2500或更高，或无云。";"";"";"";"10.0";"";"";"";"";"";"";
"02.05.2017 23:00";"23.3";"755.3";"761.2";"-2.3";"40";"从东南偏南方向吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"";"";"";"6.0";"9.0";"";"";"";"";"";"";
"02.05.2017 20:00";"25.4";"757.6";"760.4";"3.6";"40";"从东南方吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"8.0";"10.8";"";"";"";"";"";"";
"02.05.2017 17:00";"27.8";"754.0";"759.8";"-3.7";"37";"从西南方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"02.05.2017 14:00";"27.9";"757.7";"760.6";"1.1";"32";"从西南方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"13.5";"";"";"90  或者更多，但不为100%";"";"";"";"9.0";"9.7";"";"";"";"";"";"";
"02.05.2017 11:00";"23.9";"756.6";"762.5";"-3.4";"27";"从东南偏东方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"";"";"";"10.0";"3.8";"";"";"";"";"";"";
"02.05.2017 08:00";"19.8";"760.0";"762.9";"4.5";"31";"从东北方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"10.0";"2.2";"";"";"";"";"";"";
"02.05.2017 05:00";"14.4";"755.5";"761.6";"-3.1";"45";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"11.0";"2.6";"";"";"";"";"";"";
"02.05.2017 02:00";"15.5";"758.6";"761.5";"2.5";"42";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"26.7";"";"";"";"";"";"13.0";"2.7";"";"";"";"";"";"";
"01.05.2017 23:00";"19.1";"756.1";"762.1";"-2.1";"24";"从东南偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"30.0";"-1.9";"";"";"";"";"";"";
"01.05.2017 20:00";"21.9";"758.2";"761.0";"4.0";"26";"从东南偏东方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"25.0";"1.5";"";"";"";"";"";"";
"01.05.2017 17:00";"25.8";"754.2";"760.1";"-4.5";"18";"从东南偏东方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"23.0";"-0.3";"";"";"";"";"";"";
"01.05.2017 14:00";"25.2";"758.7";"761.5";"1.3";"21";"从东南偏南方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"11.8";"";"";"90  或者更多，但不为100%";"1000-1500";"";"";"18.0";"1.3";"";"";"";"";"";"";
"01.05.2017 11:00";"23.6";"757.4";"763.4";"-3.3";"19";"从东南方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"15.0";"-1.4";"";"";"";"";"";"";
"01.05.2017 08:00";"20.8";"760.7";"763.6";"4.5";"24";"从东方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"12.0";"-0.5";"";"";"";"";"";"";
"01.05.2017 05:00";"12.5";"756.2";"762.4";"-2.5";"48";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"7.0";"1.8";"";"";"";"";"";"";
"01.05.2017 02:00";"13.8";"758.7";"761.5";"3.7";"40";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"28.9";"";"";"";"";"";"9.0";"0.4";"";"";"";"";"";"";
"30.04.2017 23:00";"19.2";"755.0";"761.0";"-1.1";"20";"从南方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"20.0";"-4.3";"";"";"";"";"";"";
"30.04.2017 20:00";"22.6";"756.1";"758.9";"4.9";"15";"从西南方吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"17.0";"-5.3";"";"";"";"";"";"";
"30.04.2017 17:00";"27.8";"751.2";"757.0";"-2.8";"14";"从西南偏南方向吹来的风";"6";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"17.0";"-2.1";"";"";"";"";"";"";
"30.04.2017 14:00";"28.6";"754.0";"756.8";"2.2";"14";"从西南方吹来的风";"4";"";"";"90  或者更多，但不为100%";" ";"";"";"16.0";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"12.0";"-1.5";"";"";"";"";"";"";
"30.04.2017 11:00";"26.7";"751.8";"757.6";"-1.8";"18";"从东南偏南方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"10.0";"0.4";"";"";"";"";"";"";
"30.04.2017 08:00";"24.0";"753.6";"756.4";"6.5";"20";"从东南偏东方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"10.0";"-0.3";"";"";"";"";"";"";
"30.04.2017 05:00";"17.0";"747.1";"753.1";"-1.8";"43";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"9.0";"4.3";"";"";"";"";"";"";
"30.04.2017 02:00";"17.2";"748.9";"751.6";"3.8";"44";"从东北偏北方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"33.5";"";"";"";"";"";"8.0";"4.9";"";"";"";"";"";"";
"29.04.2017 23:00";"23.5";"745.1";"751.0";"-1.4";"34";"从西北偏西方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"12.0";"6.7";"";"";"";"";"";"";
